filename,Ground_Truth,Kaldi_Hypothesis,PocketSphinx_Hypothesis,DeepSpeech_Hypothesis,Kaldi_WER,Kaldi_MER,Kaldi_WIL,PocketSphinx_WER,PocketSphinx_MER,PocketSphinx_WIL,DeepSpeech_WER,DeepSpeech_MER,DeepSpeech_WIL
common_voice_en_17357047,"Perusing the woods in the night, she could only rely on her instincts.",the bruising the woods and the height she could rely on,losing who was the party all you're a liar,rousing the woods in the insecurely on ,0.5384615384615384,0.5,0.6573426573426573,0.9230769230769231,0.9230769230769231,0.9914529914529915,0.6153846153846154,0.6153846153846154,0.7252747252747253
common_voice_en_1371137,It takes a good trap to capture a bear.,it takes a good tab to capture a bed,the gates of new debt to get out of bed,i did a bit about a ball,0.2222222222222222,0.2222222222222222,0.3950617283950617,1.0,0.9,0.9888888888888889,0.7777777777777778,0.7777777777777778,0.9365079365079365
common_voice_en_17260286,"What do you advise, sir?",what do you advise sir,what you advisor,do you advise sir,0.0,0.0,0.0,0.6,0.6,0.7333333333333334,0.2,0.2,0.19999999999999996
common_voice_en_128024,Two ladies are shopping at Target for various items they had put on their shopping list.,two ladies are shopping at target for various items they had put on their shopping list,to you tease are shopping at target for various items that are put on a shopping list,two ladies are shopping attired for various items they had put on their shopping list,0.0,0.0,0.0,0.375,0.35294117647058826,0.5551470588235294,0.125,0.125,0.18333333333333335
common_voice_en_1663246,That is quite true.,that is quite true the,that is quite true,that is quite true,0.25,0.2,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_176869,"But as he saw them lying there on the ground, another phrase came to his mind.",but as he saw them lying dead on the ground another phrase come to his mind,must he saw them lying dead on around another phrase called he's going,maraisfontein that on the ground another place comparison,0.125,0.125,0.234375,0.5625,0.5625,0.7644230769230769,0.75,0.75,0.875
common_voice_en_125325,Elizabeth reclined gracefully.,elizabeth vehicle ninety graceful,it is about three o'clock on a very useful,it is a bad hetairae,1.0,0.75,0.9166666666666666,3.0,1.0,1.0,1.6666666666666667,1.0,1.0
common_voice_en_15733860,There is no fool like an old fool.,that isn't the full lake unhelpful,the snow for the lake and forth,it is a folly like an old fool,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.375,0.609375
common_voice_en_17688788,"After being sealed for more than eighty four years, the vault was finally opened in twenty-fourteen.",after being filled for more than eighty forty years the vault was finally opened in twenty four din,amphetamines human one in eight employees in alturas finally home,after being filled for more than eighty four years the voltaire open intention,0.3125,0.2777777777777778,0.4131944444444444,0.9375,0.9375,0.99375,0.4375,0.4375,0.6105769230769231
common_voice_en_17902410,The black trunk fell from the landing.,the black trunk fell from the landing,the black trunk fell from the landing,the black trunk fell from the landing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_110793,put on a Serge Robert track,put on a surge robert track,put on a search robert track,put on a surge robert track,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.16666666666666666,0.16666666666666666,0.30555555555555547
common_voice_en_120841,Opposing counsel wouldn't consent.,because in canada it wouldn't consent,focusing on someone quicksand,passing cottonwood constant,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
common_voice_en_17698370,"The two events, less trade and no more gold mines, forced the mint to close.",the two events less trade and no more gold mines forced the meant to close,the two events last trade and no more gold mines force them into close,the two events less trade and no more gold mines forced the men to close,0.06666666666666667,0.06666666666666667,0.12888888888888883,0.3333333333333333,0.3333333333333333,0.5238095238095238,0.06666666666666667,0.06666666666666667,0.12888888888888883
common_voice_en_17785547,A white silk jacket goes with any shoes.,a white silk jacket goes with any shoes,but white silk jacket goes with any shoes,a white silk jacket goes with any shoes,0.0,0.0,0.0,0.125,0.125,0.234375,0.0,0.0,0.0
common_voice_en_17490389,Where can I apply for the job of a millionaire?,where can i apply for the job of a millionaire,ERROR - FAILED,where can i apply for the job of a millionaire,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
common_voice_en_17754097,The room was crowded with a wild mob.,the voice quality the,,the most cayetano,0.875,0.875,0.96875,1.0,1.0,1.0,0.875,0.875,0.9583333333333334
common_voice_en_124254,But what has all this got to do with the CEO?,but what has all this got to do with the ceo ,but what is all this truck to do with the ceo,but what has all this got to do with the co,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.3305785123966941,0.09090909090909091,0.09090909090909091,0.17355371900826455
common_voice_en_17276684,Did you see it?,did you see it,beat your school,did you see it,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
common_voice_en_134670,A group of people are hiking up a mountain in the snow.,a group of people are hiking up a mountain in the snow ,and the people are taking up the mountain in the snow huh,a group of people are hiking up a mountain in the snow,0.0,0.0,0.0,0.5,0.46153846153846156,0.6597222222222221,0.0,0.0,0.0
common_voice_en_17884398,Why should you not?,why should you not,why should you not,why should you not,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_17334605,What have I done?,what have i done,and how adorned,what have i done,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
common_voice_en_117337,Maybe it was yesterday.,maybe it was yesterday the,maybe you want us today,may be it was yesterday,0.25,0.2,0.19999999999999996,1.0,0.8,0.95,0.5,0.4,0.55
common_voice_en_17260918,"Thunder and lightning Hasten with leisure. More hurry, worse speed.",thunder and lightning hasten with leisure more hurry where speed,at some dumb lightning hastily smash it will hurt worst beat me,some delighting hastened with lesser watery worse speed,0.1,0.1,0.18999999999999995,1.1,0.9166666666666666,0.9916666666666667,0.7,0.7,0.8875
common_voice_en_17273453,I've been here over a month.,i've been here over a month,when you hear overcome all of us,i have been here over a month,0.0,0.0,0.0,1.1666666666666667,1.0,1.0,0.3333333333333333,0.2857142857142857,0.40476190476190477
common_voice_en_1646198,Harmonic society choral,harmonic society coral,harmonic society gore,harmonic society coral,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.5555555555555556
common_voice_en_17249432,"Sentences are built of nouns, verbs and sometimes adjectives.",this is a belt of nouns verbs and sometimes agence,then says it doesn't man's guards and sundance existence,in his abendberg and sometimes agitate,0.5555555555555556,0.5,0.7222222222222222,0.8888888888888888,0.8888888888888888,0.9876543209876543,0.7777777777777778,0.7777777777777778,0.9259259259259259
common_voice_en_1172054,And what did you do then?,and what did you do then ,and what did you do then,and what did you do then,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_17250062,"Even if you're an expert, reading all of it is often not feasible due to lack of time.",even if you are an expert reading all of it is often not feasible due to lack of time,even the v. you are an expert reading all it is often not feasible to to lack of time,even if your and expert reading all of this of enough isabella of time,0.1111111111111111,0.10526315789473684,0.1549707602339181,0.3333333333333333,0.3,0.42690058479532167,0.5555555555555556,0.5555555555555556,0.746031746031746
common_voice_en_15790583,Two heads are better than one.,two heads are better than one ,today is about eight to ten long,two eyes are better than one,0.0,0.0,0.0,1.1666666666666667,1.0,1.0,0.16666666666666666,0.16666666666666666,0.30555555555555547
common_voice_en_112549,Don't let anybody in or out.,don't let anybody in or out,don't let anybody in her out,don't let anybody in her out,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.16666666666666666,0.16666666666666666,0.30555555555555547
common_voice_en_17282893,Who is responsible for these parrots?,who is responsible for these parrots,who was responsible for these parents,who was responsible for these parrots,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.30555555555555547
common_voice_en_12328806,There is a social facility on the other side of the road.,there is a social facility on the other side of the road,yours is so shelf insouciant the other side love to rule,there is a social fertility on the other side of the road,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8787878787878788,0.08333333333333333,0.08333333333333333,0.15972222222222232
common_voice_en_17304677,What do you want?,what do you want,what do you want,what do you want,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_17260311,"According to the recipe, we need mild mustard.",according to the recipe we need a man must have ,according to the rescue them while most,according to the recipe we need a man must,0.5,0.4,0.55,0.625,0.625,0.8392857142857143,0.375,0.3333333333333333,0.5
common_voice_en_17265501,"When you travel at warp speed, do it with caution!",when you travel at warp speed judith caution,when the trial and warp speed you would in the courtroom,when you travel it was speech due caution,0.3,0.3,0.38750000000000007,0.8,0.7272727272727273,0.9181818181818182,0.6,0.6,0.8
common_voice_en_17801883,The deadly monster kid made the news again.,the deadly monster kid made the news again,the deadly most of the great news again,did they most of admitting us all,0.0,0.0,0.0,0.5,0.5,0.75,1.0,1.0,1.0
common_voice_en_114321,A man in a fuzzy hat is holding a large bass drum.,and then in a fuzzy hat is holding the large bass drum,and then the physique at ease holding the orchard has grown,a man in pity had is holding a large vestrum,0.25,0.25,0.4375,0.9166666666666666,0.9166666666666666,0.9924242424242424,0.4166666666666667,0.4166666666666667,0.5916666666666667
common_voice_en_17283107,After the storm comes the calm.,in the fall after the storm comes the cats hens,and do you after destroying crops look don't use a cart on the inhuman,after the storm comes he can ,0.8333333333333334,0.5,0.5833333333333333,2.0,0.8571428571428571,0.9523809523809523,0.3333333333333333,0.3333333333333333,0.5555555555555556
common_voice_en_17667183,"The majority always claims to be pacifist, BUT ...",the pessimist but,and you one was used to death by,the middle of uneasiness,0.75,0.75,0.8333333333333334,1.0,1.0,1.0,0.875,0.875,0.96875
common_voice_en_169749,It took him a while to get to the office.,it took them awhile to get to the office,it took awhile to get to the office,it took him a while to get to the office,0.3,0.3,0.4555555555555556,0.3,0.3,0.38750000000000007,0.0,0.0,0.0
common_voice_en_117434,I don't like seals anyhow.,i don't mind feel anyhow,idling field anyhow,i don't i feel anyhow,0.4,0.4,0.64,0.8,0.8,0.9333333333333333,0.4,0.4,0.64
common_voice_en_17795219,How beautiful she was!,how beautiful she was,how beautiful she was,how beautiful she was,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_17893142,They are given in their original form.,they are given in their original form ,they are given in their regional fall,they are given in their original form,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.4897959183673469,0.0,0.0,0.0
common_voice_en_10564,Did you see any ghosts?,did you see any ghosts,did you see any ghosts,did you see any ghosts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_105826,The men of the desert were already familiar with that wind.,the men of the desert were already familiar with that wind,the men often does it what are already found that there could not win,the men of the desert were already familiar with that wind,0.0,0.0,0.0,1.0,0.7857142857142857,0.9415584415584416,0.0,0.0,0.0
common_voice_en_17245914,Did you see him?,did you see him,and here is inherent,did you see him,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
common_voice_en_13812908,"You know, gifts are, by definition, free.",you know gifts are better phoenician tree,nine year old guitar that detonation dream,you know give tarbottin tree,0.42857142857142855,0.42857142857142855,0.6734693877551021,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.8857142857142857
common_voice_en_113924,But I'm liable to get into a jam.,but i'm liable to get into a jam   ,bye liable to get into a gym,but i'm liable to get into a game,0.0,0.0,0.0,0.375,0.375,0.5535714285714286,0.125,0.125,0.234375
common_voice_en_12944,Please don't appeal to my Sentimental side.,please don't appeal to my sentimental side,you don't approve of what it let them sleep,lisbon of domainial side,0.0,0.0,0.0,1.1428571428571428,0.8888888888888888,0.9841269841269842,0.8571428571428571,0.8571428571428571,0.9642857142857143
common_voice_en_10362,"At the same time, people were passing my shop all the time, heading for Mecca.",at the same time people were passing my shop all the time heading for mecca,at the same time people passing my show a little air hanging from a time,at the same time people were passing my shop all the time heading for me,0.0,0.0,0.0,0.6,0.5625,0.7822222222222222,0.06666666666666667,0.06666666666666667,0.12888888888888883
common_voice_en_17918528,What are we to do?,what are we to do,what are we to do,what are we to do,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_166483,He forgets the office when he's with me.,he forgets the office when he's with me,he forgets the author's when he's with me,he forgets the office when he's with me,0.0,0.0,0.0,0.125,0.125,0.234375,0.0,0.0,0.0
common_voice_en_17255814,What does it mean?,the what does it mean,what does it mean,what is it man,0.25,0.2,0.19999999999999996,0.0,0.0,0.0,0.5,0.5,0.75
common_voice_en_17296151,"Money isn't of interest to me, power is.",money isn't of interest to me power is,why is it going to study politics,money is it of interest to me poor,0.0,0.0,0.0,0.875,0.875,0.9821428571428571,0.5,0.4444444444444444,0.609375
common_voice_en_13970838,Better to wear out than rust out.,better to wear out than rust out,better to warehouse than ross elves,better to wear out than rust out,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.7857142857142857,0.0,0.0,0.0
common_voice_en_130386,Where do you think you're going?,the why do you think you're going,but you think you're going,graduating going,0.3333333333333333,0.2857142857142857,0.40476190476190477,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.8333333333333334,0.8333333333333334,0.9166666666666666
common_voice_en_17278185,The children learned how knit.,the children learned how to knit,the children learn how to nine eight,the children learned how to mix,0.2,0.16666666666666666,0.16666666666666663,0.8,0.5714285714285714,0.7428571428571429,0.4,0.3333333333333333,0.4666666666666667
common_voice_en_17731771,A flat pack takes less luggage space.,a flat pack takes less lonely space,a flatbed trucks west wednesdays,a flat bag take last night space,0.14285714285714285,0.14285714285714285,0.26530612244897966,0.8571428571428571,0.8571428571428571,0.9714285714285714,0.5714285714285714,0.5714285714285714,0.8163265306122449
common_voice_en_104932,He loves reading magazines and fan letters on the balcony.,the order them,you see enormous hanging in the line rights and are escorting a co i,he was sometimes and faltered,1.0,1.0,1.0,1.3,0.9285714285714286,0.9928571428571429,0.8,0.8,0.9199999999999999
common_voice_en_17251784,"To summarize, our comprehensive survey discloses the true versatility of their method.",to summarize our comprehensive survey discloses the true versatility of their method,to summarize are rubber hands of serving discloses jurors had to tudor method,the summer is our comprehensive serving discloses the diversity of their method,0.0,0.0,0.0,0.8333333333333334,0.7692307692307693,0.9423076923076923,0.5,0.46153846153846156,0.6597222222222221
common_voice_en_17288828,"Not specifically no, he only gave me the gist of his research the one time I spoke to him.",not specifically no he only gave music kissed of his research so one time i spoke to him,what specific to narrow the only good reason to sulphur springs which swamp thomas pope or,not specifically no he only gave music he suffereth to one time i spoke to him,0.21052631578947367,0.21052631578947367,0.3421052631578947,0.9473684210526315,0.9473684210526315,0.9967105263157895,0.3684210526315789,0.3684210526315789,0.5263157894736843
common_voice_en_17880690,"Oh, to be sure!",oh to be sure,to be sure,oh to be sure,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0
common_voice_en_17147658,"Hamilton quaternions can be used to replace many matrices, but not to represent view frustums.",hamilton's quaternions can be used to replace many mattresses but not to represent view frost tops,harrow and want to announce can be used to it as many mike this is my motto isn't the rest homes,he otamatea can be used to replace many mates but not to represent you customs,0.26666666666666666,0.25,0.3999999999999999,1.0666666666666667,0.7619047619047619,0.9206349206349207,0.3333333333333333,0.3333333333333333,0.5555555555555556
common_voice_en_154659,Adam is a crook.,adam is the crook,adam is that true,at is the proof,0.25,0.25,0.4375,0.5,0.5,0.75,0.75,0.75,0.9375
common_voice_en_17708185,What can I do for you?,what can i do for you,life in a move by the u.,but in a wife,0.0,0.0,0.0,1.1666666666666667,1.0,1.0,1.0,1.0,1.0
common_voice_en_102649,Three guys relaxing on basketball court.,three guys relaxing on basketball court,three days new locks news from basketball court,three days will like un baseboard,0.0,0.0,0.0,0.8333333333333334,0.625,0.8125,0.8333333333333334,0.8333333333333334,0.9722222222222222
common_voice_en_17373544,But what if all our readers were whispering?,but what if all our readers were whispering,all our readers wednesday,but what the oreades were whispering ,0.0,0.0,0.0,0.625,0.625,0.71875,0.5,0.5,0.6666666666666667
common_voice_en_17288943,She's low down on our list of concerns at the moment.,she's low down on our list of concerns at the moment ,she's no no honest open stones at the moment,she is no down on our list of concordat the moment,0.0,0.0,0.0,0.6363636363636364,0.6363636363636364,0.8383838383838385,0.45454545454545453,0.4166666666666667,0.5950413223140496
common_voice_en_125799,"Of course, the two were unable to do anything.",of course the,profits bunch of men and,the force insatiate,0.6666666666666666,0.6666666666666666,0.6666666666666667,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,0.962962962962963
common_voice_en_17939395,Check the person and/or company who owns this website.,check the person and or company who owns this website,set her son and your company who owns is website,take the person and our company who owns this website,0.2222222222222222,0.2,0.28888888888888886,0.6666666666666666,0.6,0.8222222222222222,0.3333333333333333,0.3,0.4555555555555556
common_voice_en_17275734,"He was bisexual, I think.",it was bisexual i think,towards blacks which one of me,by sexual,0.2,0.2,0.3599999999999999,1.2,1.0,1.0,1.0,1.0,1.0
common_voice_en_101044,A glassblower is crafting a beautiful piece of art in his fire.,the glass blower is crafting a beautiful piece of heart in his eye,because your scrub the beautiful piece of hot yankees why,a glass blower is craft in a beautiful piece of heart in his ire,0.4166666666666667,0.38461538461538464,0.5897435897435898,0.75,0.75,0.925,0.5,0.42857142857142855,0.6190476190476191
common_voice_en_147990,Golf stands for the letter G in the NATO phonetic alphabet.,golf stands for the g in the nato phonetic alphabet,gallstones phone and she denied to fund the government,golf stands for there in the mato fonetic alphabet,0.09090909090909091,0.09090909090909091,0.09090909090909094,0.9090909090909091,0.9090909090909091,0.98989898989899,0.45454545454545453,0.45454545454545453,0.6363636363636365
common_voice_en_165592,but nowhere could he find his new companion.,but nowhere could he find his new companion,but nowhere could you find is new companion,but nowhere could he find his new companion,0.0,0.0,0.0,0.25,0.25,0.4375,0.0,0.0,0.0
common_voice_en_178053,It's even higher than this.,it's even higher than this ,each gun aren't underage,in higher than this,0.0,0.0,0.0,1.0,1.0,1.0,0.4,0.4,0.55
common_voice_en_16048613,This peach tart is tasty.,these pete carroll is tasty ,these are kids could teach,these big part is past,0.6,0.6,0.84,1.0,1.0,1.0,0.8,0.8,0.96
common_voice_en_111687,Glaciers are melting because of global warming.,glaciers are melting because of global warming ,fuck you live lives of loaned it he goes mobile home that act but,lies and mounted because glowworm,0.0,0.0,0.0,1.8571428571428572,0.9285714285714286,0.9897959183673469,0.8571428571428571,0.8571428571428571,0.9714285714285714
common_voice_en_124899,Stop treating me like a child.,stop treating me like a child ,stop treating the jargon child,stop treating me like a child,0.0,0.0,0.0,0.5,0.5,0.7,0.0,0.0,0.0
common_voice_en_110704,"He wanted to forget about the vision, and return to his meditation.",he wanted to forget about the visit and returned to his meditation ,i thought he landed a tornado moby dick and pennington to his many days,he wanted to forget about the prison and intent his medical,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.9166666666666666,0.7857142857142857,0.9464285714285714,0.3333333333333333,0.3333333333333333,0.5151515151515151
common_voice_en_17396422,What did you think of that trip?,what did you think of that trip,but if you could get caught,partitioned,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.9761904761904762,1.0,1.0,1.0
common_voice_en_17289296,"The landing was dimly light by a single, bare, low-power light-bulb.",the lending was dimly light but a single beer lol power light bulb,the modem the legs hmm by confessing guilt they are usually paula leg well,the landing was dimly lighted but a single bear low power labor,0.6363636363636364,0.5384615384615384,0.7482517482517483,1.0909090909090908,0.8571428571428571,0.974025974025974,0.5454545454545454,0.5,0.7272727272727273
common_voice_en_17866031,"Come in, come in!",come and gone,and i'm gonna do,and coming come,0.75,0.75,0.9166666666666666,1.0,1.0,1.0,0.75,0.75,0.9166666666666666
common_voice_en_17258646,What are you crying about?,what are you crying about,ERROR - FAILED,were you crying about,0.0,0.0,0.0,1.0,1.0,1.0,0.4,0.4,0.55
common_voice_en_17276389,"As the flag unfurled, they all hollered like wild beasts.",as a flag unfurled they all hollered like wild beasts,as a flight and farrington they all holler go like the wild beasts,as a flag and furled they all hollered like wild beasts,0.1,0.1,0.18999999999999995,0.7,0.5384615384615384,0.7230769230769231,0.3,0.2727272727272727,0.4181818181818181
common_voice_en_17860478,Greediness burst the bag.,greediness burst the bag,great news los larry,greatness burst the bag,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.25,0.4375
common_voice_en_17904706,We now have a new base for shipping.,we now have a new base for shipping,we now have a new base for shipping,we now have a new base for shipping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_176441,forecast for Conrad,the podcast for colorado,whoa our own at yes hello record right along,for catocala,1.0,0.75,0.9166666666666666,3.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334
common_voice_en_17902430,A change is as good as a rest.,a change is as good as arrest,change is good as the rest,a change is as good as a rest,0.25,0.25,0.3571428571428572,0.375,0.375,0.47916666666666663,0.0,0.0,0.0
common_voice_en_17268300,Do you see that?,you see that,you see that,you see that,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
common_voice_en_17257089,"Holy moly, you were fast on the zip line!",holy moly you are fast on the zip line ,accordingly you were fast told us it flowing,heliodore fast on the saline,0.1111111111111111,0.1111111111111111,0.2098765432098766,0.6666666666666666,0.6666666666666666,0.875,0.6666666666666666,0.6666666666666666,0.8
common_voice_en_17914762,A thick ice crust made it impossible to pull the anchor.,a thick ice crush made it impossible to pull the anchor,take a bite got murdered and what two and one that good,i think i carmagnole to pull uncle,0.09090909090909091,0.09090909090909091,0.17355371900826455,1.0,0.9166666666666666,0.9924242424242424,0.8181818181818182,0.8181818181818182,0.948051948051948
common_voice_en_131260,Several women in cloaks walk through a tiled building,several woman in cloaks walk through a titled building,said there are ruled out and oaks warwick's cruel and i'm really,several women includes work through a title building,0.2222222222222222,0.2222222222222222,0.3950617283950617,1.3333333333333333,1.0,1.0,0.4444444444444444,0.4444444444444444,0.6527777777777778
common_voice_en_17257094,"Before we begin with the actual baptism, let's renew our creed.",before we begin with the actual baptism let's renew our crete,before we begin with the actual but isn't that strange you also preached,before we begin with the actual baptism let's renew our treat,0.09090909090909091,0.09090909090909091,0.17355371900826455,0.6363636363636364,0.5384615384615384,0.7482517482517483,0.09090909090909091,0.09090909090909091,0.17355371900826455
common_voice_en_15324015,A speedy man can beat this track mark.,a speedy man can beat this track mark,as the men can be to start market,a stedman can be distractor,0.0,0.0,0.0,0.875,0.875,0.984375,0.75,0.75,0.9
common_voice_en_17288956,Wasn't there a command line client for ordering pizza somewhere?,wasn't the direct command line client for ordering pizza or something,while some don't read on that line clients for the he's stoned,was there containing fringes,0.4,0.36363636363636365,0.5545454545454546,1.0,0.8333333333333334,0.9666666666666667,0.9,0.9,0.975
common_voice_en_170777,You won't be safe until the money's in our hands.,you won't be safe until the money's in our hands the,you will and easy until the money see now hands,you would be safe until the money is in our hands,0.1,0.09090909090909091,0.09090909090909094,0.6,0.6,0.84,0.3,0.2727272727272727,0.4181818181818181
common_voice_en_153928,His eyes filled with tears as he spoke of the Prophet.,his eyes filled with tears as he spoke of the prophet the,his eyes and fifty years and the school called a profit,his eyes went with tears as he spoke of the prophet,0.09090909090909091,0.08333333333333333,0.08333333333333337,0.8181818181818182,0.8181818181818182,0.9669421487603306,0.09090909090909091,0.09090909090909091,0.17355371900826455
common_voice_en_175499,A man with a beard spray painting a mural.,a man with a beard spray painting a model,come on with outbursts for a beating on hold on,a man with a bird spray painting a model,0.1111111111111111,0.1111111111111111,0.2098765432098766,1.0,0.9,0.9888888888888889,0.2222222222222222,0.2222222222222222,0.3950617283950617
common_voice_en_16188,"You lived your life in a loving way, and died with dignity.",you lead br live in a loving me and died with dignity,you need your lack the latter been re read a big he,you leonie in loving me and did it sisty,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.9722222222222222,0.6666666666666666,0.6666666666666666,0.8518518518518519
common_voice_en_154262,book spot in North Catasauqua South Dakota in sixteen minutes,the book spot in not catasauqua south dakota in sixteen minutes ,multiple arc in not put us up to a south dakota in sixty minutes,but i not grotesque south dakota in sixteen minutes,0.2,0.18181818181818182,0.26363636363636356,0.9,0.6428571428571429,0.8214285714285714,0.5,0.5,0.7222222222222222
common_voice_en_173368,He must be disguised to avoid encounters with thieves.,he must be disguised to avoid encounters with these,he must be disguised to avoid encounters with these,he must be disguised to avoid in contest with these,0.1111111111111111,0.1111111111111111,0.2098765432098766,0.1111111111111111,0.1111111111111111,0.2098765432098766,0.3333333333333333,0.3,0.4555555555555556
common_voice_en_17762228,To fall into the house with the door to blurt out something to put it bluntly.,to fall into the house was adorned to blurt out something to put it bluntly,who fall into the halls was aboard to vote or something to put it bluntly,to fall into the house with the door to blot out something to put it bluntly,0.1875,0.1875,0.2958333333333333,0.4375,0.4375,0.6625000000000001,0.0625,0.0625,0.12109375
common_voice_en_17279614,"As independent studies document, the Neanderthals developed simple tools such as spears.",as independent studies document the neanderthals the simpler tools such as spears,as an independent study done yet and any evidence of an embroidered this is the use,as independent studies document the antipathetic to success,0.16666666666666666,0.16666666666666666,0.30555555555555547,1.1666666666666667,0.875,0.9791666666666666,0.5833333333333334,0.5833333333333334,0.7395833333333333
common_voice_en_17277947,Won't you sit down?,won't you sit down,want of you sit down,want is to,0.0,0.0,0.0,0.5,0.4,0.55,1.0,1.0,1.0
common_voice_en_17051,So the boy was disappointed; he decided that he would never again believe in dreams.,so the boy was disappointed he decided to he would never again believe in dreams,sold and what was too soft porn to use an attorney would never again be and it's,so the boy was disappointed he decided he would never again believe in ,0.06666666666666667,0.06666666666666667,0.12888888888888883,0.8666666666666667,0.7647058823529411,0.9372549019607843,0.13333333333333333,0.13333333333333333,0.1333333333333333
common_voice_en_1580525,What is the matter?,what is the matter,this letter,one in seven,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
common_voice_en_12699,I would if I thought I'd hear anything worth listening to.,i would if i thought i'd hear anything worth listening to,i would request or to take anything but they seem to,i would if i thought it her anything was listening to,0.0,0.0,0.0,0.7272727272727273,0.7272727272727273,0.9256198347107438,0.2727272727272727,0.2727272727272727,0.47107438016528924
common_voice_en_17276707,"Well, I can guess how that turned out.",what i can see is how detrimental,whether i get out that now,let aconite,0.75,0.75,0.9285714285714286,0.75,0.75,0.9166666666666666,1.0,1.0,1.0
common_voice_en_121457,The families will be here soon.,the families will be here soon,the families will be here soon,the families will be here soon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_17286444,If a job is worth doing it is worth doing well.,if the job is worth doing it is working dubey well,easy job is warranted do we need to ease working doing well,if he jousted beat is working bulwell,0.2727272727272727,0.2727272727272727,0.47107438016528924,0.8181818181818182,0.6923076923076923,0.8787878787878788,0.8181818181818182,0.8181818181818182,0.948051948051948
common_voice_en_17282375,"The fool wanders, the wise man travels.",the offer wonders the wise men travels,so for wanders the life meant to move,to founder the wise men travel,0.42857142857142855,0.42857142857142855,0.6734693877551021,0.8571428571428571,0.75,0.9285714285714286,0.7142857142857143,0.7142857142857143,0.9047619047619048
common_voice_en_17922905,I could go on for days about the delicious wines produced in this part of the world.,i could go on for days about the delicious wines produced in his part of the world,we could go on for days on occasions long induced these are all the war,i could go one day balearics on the dome it is part of the world,0.058823529411764705,0.058823529411764705,0.11418685121107264,0.6470588235294118,0.6470588235294118,0.8588235294117647,0.5294117647058824,0.5294117647058824,0.7490196078431373
common_voice_en_17147264,Many hands make light work.,many hands make light wash,many and smit ely the robbery,a man light was,0.2,0.2,0.3599999999999999,1.0,0.8333333333333334,0.9666666666666667,0.8,0.8,0.95
common_voice_en_17552640,What do you mean?,what do you mean,what do you mean,what do you mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_143584,Please search The Young Warriors game.,please search the young warriors game,recently you were his gang,please the young worrisome,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.625
common_voice_en_17853794,These chimes have a mellow sound.,these times have a mellow sound,to these charges that melding song,these charms ever malleson,0.16666666666666666,0.16666666666666666,0.30555555555555547,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.9583333333333334
